signal_date,horizon,mover,low_avol_return,high_avol_return,spread,n_low,n_high
2015-04-02,5,positive,0.026427982078017744,0.023408323942737456,-0.0030196581352802884,214,215
2015-04-02,5,negative,0.011497970102983621,0.013131130492886618,0.0016331603899029969,213,214
2015-04-10,1,positive,-0.004568539308200919,-0.0031856999526694452,0.0013828393555314735,215,216
2015-04-10,1,negative,0.00037168623465197177,-0.0023417986830788873,-0.002713484917730859,215,215
2015-04-08,3,positive,0.001401979040569602,-0.0006870263743984362,-0.002089005414968038,215,215
2015-04-08,3,negative,0.003734687658971046,0.009141864667869091,0.005407177008898045,214,215
2015-04-06,5,positive,0.0010952929124569927,0.007815382518259886,0.0067200896058028925,214,214
2015-04-06,5,negative,0.004646763507742461,0.004034984824659193,-0.0006117786830832682,213,214
2015-04-13,1,positive,0.006343919910267914,0.003944316367543609,-0.002399603542724305,215,215
2015-04-13,1,negative,0.0065324626261985715,0.007819236178224035,0.0012867735520254633,214,215
2015-04-09,3,positive,0.013927124697767695,0.00928291254638189,-0.004644212151385805,215,215
2015-04-09,3,negative,0.006666869038743635,0.010640017065307254,0.0039731480265636195,215,215
2015-04-07,5,positive,0.012971484889093771,0.02118029099118252,0.008208806102088748,214,215
2015-04-07,5,negative,0.0036811482920955235,0.005257048353157931,0.0015759000610624076,214,214
2015-04-14,1,positive,0.024272378672450894,0.021093811932605403,-0.003178566739845491,214,215
2015-04-14,1,negative,0.0068769593593993,0.00525125896426461,-0.0016257003951346896,214,214
2015-04-10,3,positive,0.019703132174201228,0.01117987052649152,-0.008523261647709708,215,216
2015-04-10,3,negative,0.023115080163542055,0.01288763661695662,-0.010227443546585434,215,215
2015-04-08,5,positive,0.008482173107344195,0.008733347308092774,0.00025117420074857906,215,215
2015-04-08,5,negative,0.03476246240075789,0.04803704424685013,0.013274581846092239,214,215
2015-04-15,1,positive,-0.002047322526818387,-0.006546086024618307,-0.0044987634977999204,215,215
2015-04-15,1,negative,-0.0010649673664729986,0.0015084029279863855,0.002573370294459384,214,215
2015-04-13,3,positive,0.019700366812921536,0.016169597002438467,-0.003530769810483069,215,215
2015-04-13,3,negative,0.014653662901780187,0.017358055842786463,0.0027043929410062763,214,215
2015-04-09,5,positive,0.03262945033887667,0.02576470036130904,-0.006864749977567627,215,215
2015-04-09,5,negative,0.008574341124278698,0.014137072055503694,0.0055627309312249965,215,215
2015-04-16,1,positive,-0.013702303470086113,-0.012619651991950398,0.0010826514781357155,215,216
2015-04-16,1,negative,-0.015423794532361921,-0.011369972341544366,0.004053822190817555,215,215
2015-04-14,3,positive,0.006142013482289217,0.0025155958474454075,-0.0036264176348438097,214,215
2015-04-14,3,negative,-0.00493410419967604,-0.008584232403369512,-0.0036501282036934717,214,214
2015-04-10,5,positive,0.004244106948146805,-0.0020991871925941947,-0.006343294140741,215,216
2015-04-10,5,negative,0.004312419790484544,-0.0038558207593023973,-0.008168240549786942,215,215
2015-04-17,1,positive,0.0029873734227649803,0.004282559442678886,0.0012951860199139054,214,215
2015-04-17,1,negative,0.008188886963903172,0.008087636391538859,-0.00010125057236431284,214,214
2015-04-15,3,positive,-0.011329036186875724,-0.01733066238631713,-0.006001626199441407,215,215
2015-04-15,3,negative,-0.007101185931875488,-0.001994256630416173,0.005106929301459315,214,215
2015-04-13,5,positive,0.008765826192352643,0.007711416802628821,-0.0010544093897238227,215,215
