date,mover,low_signal_return,high_signal_return,signal_return_difference,low_rank,high_rank
2015-03-12,negative,-0.01363679489739493,-0.014951423366661411,-0.0013146284692664816,0.10001254358363805,0.10001275618675057
2015-03-13,positive,0.014902029346921941,0.015932051418198288,0.0010300220712763462,0.9001369804739016,0.8998808865444337
2015-03-13,negative,-0.026660871885638697,-0.027788753887695295,-0.0011278820020565981,0.10015378397924021,0.0998819500574297
2015-03-16,positive,0.02643555115439921,0.02620170562341894,-0.00023384553098027006,0.8999310008067598,0.9000870451360878
2015-03-16,negative,-0.020825959024926642,-0.02142311223554594,-0.0005971532106192994,0.09998620016135196,0.10002441509914654
2015-03-17,positive,0.023050165170233474,0.02312703688341826,7.687171318478472e-05,0.9001551563229118,0.8998292538073219
2015-03-17,negative,-0.017173521459169942,-0.017322050424792738,-0.00014852896562279547,0.1002169855342977,0.09984304076697917
2015-03-18,positive,0.04029034481949517,0.041560580823825126,0.001270236004329954,0.9000705182667799,0.8999490229396769
2015-03-18,negative,-0.009368118068900774,-0.010759127006283587,-0.0013910089373828129,0.10022212192013595,0.10016108599344582
2015-03-19,positive,0.015957852963414725,0.0184768551566927,0.0025190021932779763,0.9000289546519056,0.8999797743240368
2015-03-19,negative,-0.028887879115627985,-0.029488107793830348,-0.0006002286782023636,0.10011326378539494,0.09990738769427294
2015-03-20,positive,0.03548429938346483,0.036392936558130654,0.0009086371746658203,0.8998854060265579,0.9001223612529794
2015-03-20,negative,-0.010263086637968391,-0.010534040491930869,-0.000270953853962478,0.09955359422880491,0.09990224869314426
2015-03-23,positive,0.0404572393247664,0.027011164246193146,-0.013446075078573254,0.9000543593214599,0.900090951393883
2015-03-23,negative,-0.018304934912249306,-0.01945919178095327,-0.0011542568687039657,0.10034910529210203,0.09955687634840729
2015-03-24,positive,0.01756423464768327,0.019037602154492857,0.001473367506809587,0.9000350220077873,0.9000148129338074
2015-03-24,negative,-0.019438440679215872,-0.020482584068205432,-0.0010441433889895602,0.10011162603690535,0.0998804384628407
2015-03-25,positive,0.012373968391154412,0.013090520407331895,0.0007165520161774835,0.8995983202897848,0.9000898005912001
2015-03-25,negative,-0.0353817755276164,-0.03713384301041194,-0.0017520674827955426,0.10008957343962008,0.0999141367028494
2015-03-26,positive,0.01748389646018755,0.01802250434006781,0.0005386078798802589,0.9000590484282075,0.9000169923534408
2015-03-26,negative,-0.021634671292066546,-0.02269333632450265,-0.0010586650324361027,0.10016174596431607,0.0999267204757859
2015-03-27,positive,0.021194500888240174,0.022377358593699,0.0011828577054588257,0.9000790513833994,0.8999234986612267
2015-03-27,negative,-0.020031942064757217,-0.020687729622312412,-0.0006557875575551944,0.10005280717412554,0.09997024947936588
2015-03-30,positive,0.02965005922595672,0.029823058150789485,0.00017299892483276305,0.8998334327340889,0.9000894606799011
2015-03-30,negative,-0.010587627274340712,-0.013613111134779065,-0.003025483860438353,0.10004078981000256,0.09971670784697964
2015-03-31,positive,0.016241474015645622,0.016975344411142703,0.0007338703954970806,0.899982566544774,0.9000212603112511
2015-03-31,negative,-0.02182766611827259,-0.0218736792484596,-4.6013130187011475e-05,0.1000133939960881,0.10001169317118803
2015-04-01,positive,0.024576454154401677,0.024986178876449446,0.000409724722047769,0.8998342383235055,0.9001293853137063
2015-04-01,negative,-0.021290317832944706,-0.020373068454637842,0.0009172493783068635,0.10038264115725617,0.09968183939252534
2015-04-02,positive,0.026700663853501994,0.027977076630648922,0.0012764127771469277,0.8997876947900301,0.9002144282620697
2015-04-02,negative,-0.012387651164443148,-0.012695439682550071,-0.0003077885181069235,0.10008746974650759,0.09991189333786252
2015-04-06,positive,0.0350831923526347,0.03518974171175322,0.00010654935911852403,0.899969186960772,0.9000244379276638
2015-04-06,negative,-0.009727041064638628,-0.010494752629544048,-0.0007677115649054201,0.09997917463555614,0.10004037570657487
2015-04-07,positive,0.01835525531565816,0.019488403707890182,0.0011331483922320217,0.8999541848725237,0.9000307555253892
2015-04-07,negative,-0.021719279638510496,-0.02154638730541758,0.00017289233309291524,0.09975141051202646,0.10027998133457769
2015-04-08,positive,0.02531520176404376,0.026793747750269103,0.0014785459862253422,0.8998319790079566,0.9001946842728964
2015-04-08,negative,-0.017832006617201388,-0.018350839241693735,-0.000518832624492347,0.10001587100050788,0.099957677331979
2015-04-09,positive,0.021517723303557567,0.021591144269835147,7.342096627757991e-05,0.9002769556025368,0.8999408033826638
2015-04-09,negative,-0.020000214219938625,-0.020630637834482622,-0.000630423614543997,0.10019281183932346,0.10005708245243128
2015-04-10,positive,0.021927047229090557,0.022929403035254984,0.0010023558061644268,0.9001174418604652,0.9000961945031714
2015-04-10,negative,-0.012999642361217598,-0.013225534151717972,-0.00022589179050037413,0.10017505285412262,0.10005919661733616
2015-04-13,positive,0.014848518756013845,0.01540553039676978,0.0005570116407559358,0.9000288852209243,0.9000201032673099
2015-04-13,negative,-0.01913793626397523,-0.019612246202414977,-0.00047430993843974867,0.10011596411037751,0.09986456746233283
2015-04-14,positive,0.02900476822910566,0.029740499534869562,0.0007357313057639037,0.8999113805970149,0.9000964637042062
2015-04-14,negative,-0.01402766996797955,-0.014576076110462004,-0.0005484061424824542,0.10012296472184531,0.09989293588873813
2015-04-15,positive,0.03950158039211132,0.039623500763563496,0.0001219203714521791,0.9000939126020558,0.9000528787173737
2015-04-15,negative,-0.011897666779085896,-0.012509854395262268,-0.0006121876161763722,0.10012817801091416,0.09976521849486018
2015-04-16,positive,0.017035257496794316,0.01745091490577254,0.0004156574089782261,0.8998662355775326,0.9000190186382655
2015-04-16,negative,-0.02007984761442881,-0.021892457945532608,-0.0018126103311037964,0.1001525717425299,0.099991547271882
2015-04-17,positive,0.004360931320937051,0.0053049601623749495,0.0009440288414378981,0.8997702641662725,0.9001669228297381
2015-04-17,negative,-0.03097390173096624,-0.03145379259945029,-0.00047989086848404874,0.09995777098718275,0.10003925812749341
2015-04-20,positive,0.02544586354848069,0.02577148049710213,0.00032561694862143914,0.8999217689959293,0.9000932835820896
2015-04-20,negative,-0.011501358635374753,-0.014777802291333806,-0.003276443655959053,0.09990671641791045,0.1000858632971506
2015-04-21,positive,0.018326600619073097,0.01957839946438191,0.0012517988453088144,0.8997421185103024,0.9002634273281857
2015-04-21,negative,-0.02563936963072923,-0.026637206740977516,-0.0009978371102482841,0.09999594727187408,0.10000426602960624
2015-04-22,positive,0.02209984371119187,0.023251334303093063,0.0011514905919011928,0.8997864787651373,0.9002142674398771
2015-04-22,negative,-0.014125554458528058,-0.015151819383202852,-0.001026264924674794,0.09991269401330377,0.1000906106089033
2015-04-23,positive,0.027612174338507035,0.02864910895175219,0.0010369346132451558,0.8999407021884733,0.9000757220255109
2015-04-23,negative,-0.01409605830829098,-0.015247169637702932,-0.0011511113294119524,0.10017096113647028,0.0998378908749627
2015-04-24,positive,0.019619558845458997,0.0217417161133441,0.0021221572678851025,0.9000836927281265,0.8999316794056107
2015-04-24,negative,-0.021538148967566458,-0.02295189134819869,-0.0014137423806322331,0.1005318331269482,0.09952389085785047
2015-04-27,positive,0.018193942013074692,0.018357390347876715,0.00016344833480202298,0.8999201127819549,0.9000897129186602
2015-04-27,negative,-0.02557999380303406,-0.025236000854663272,0.00034399294837078945,0.10013093814080658,0.09990387901572113
2015-04-28,positive,0.025338293861596466,0.02597865600825038,0.0006403621466539132,0.9000262607284683,0.8999722447585293
2015-04-28,negative,-0.01730042339484755,-0.017710549252316223,-0.0004101258574686732,0.1000649045646697,0.09995729962850677
2015-04-29,positive,0.02332055314407433,0.023982996429470518,0.000662443285396188,0.9001000128221568,0.8999145189554216
2015-04-29,negative,-0.030784506717053635,-0.03131556779896318,-0.0005310610819095479,0.10006208060862502,0.0999561909646536
2015-04-30,positive,0.018430677164645866,0.019763262610534533,0.001332585445888667,0.8997413016431421,0.9004235028774905
2015-04-30,negative,-0.039506535179802696,-0.04070776948044476,-0.0012012343006420623,0.1001154060663263,0.09992277660989317
2015-05-01,positive,0.02993794039511045,0.03195659616168415,0.002018655766573698,0.899814370744658,0.9001969768338114
2015-05-01,negative,-0.0164739659273078,-0.0171259643553189,-0.0006519984280110996,0.09985312379565796,0.10012846315248576
2015-05-04,positive,0.021746382836676202,0.021716044713721565,-3.0338122954637337e-05,0.9001135828877004,0.9000106951871658
2015-05-04,negative,-0.016199210879807975,-0.016822282588944505,-0.0006230717091365301,0.10029828877005346,0.09982780748663103
2015-05-05,positive,0.01363455265896379,0.013279100246225759,-0.0003554524127380304,0.8998261465336359,0.9000845715753865
2015-05-05,negative,-0.035507105175270635,-0.036551214452454864,-0.0010441092771842284,0.10013638504688907,0.09986939579497281
2015-05-06,positive,0.017121088604462684,0.01962194062426472,0.0025008520198020363,0.8999503841229195,0.9000800256081947
2015-05-06,negative,-0.026068422932255624,-0.027935165958758897,-0.0018667430265032724,0.10011673068715321,0.0999466495945369
2015-05-07,positive,0.024961097380563558,0.02698598537699312,0.0020248879964295634,0.8996378340365684,0.9004592336870818
2015-05-07,negative,-0.032036613018569006,-0.032550416786536474,-0.0005138037679674676,0.10003089971444401,0.09986574606827771
2015-05-08,positive,0.034608155781758215,0.03675707709838547,0.002148921316627257,0.9000426269240581,0.8999712985798112
2015-05-08,negative,-0.01142406028202653,-0.012043181277451881,-0.0006191209954253506,0.10012873118462454,0.09989221022195764
2015-05-11,positive,0.016925800140857813,0.018793753632285956,0.0018679534914281433,0.8997222693351423,0.9002851509497963
2015-05-11,negative,-0.024891625927177287,-0.024696609839430877,0.00019501608774641008,0.10004303765264588,0.09997243894165535
2015-05-12,positive,0.019713963174172795,0.023063959444210712,0.0033499962700379166,0.9000229814453953,0.900032830636279
2015-05-12,negative,-0.020763328053890154,-0.023169451614675537,-0.002406123560785383,0.1001743200881132,0.09981042955180887
2015-05-13,positive,0.0192199796661723,0.02055599176845042,0.001336012102278121,0.899997254139912,0.8999778218992903
2015-05-13,negative,-0.021576531232243477,-0.02159299536120301,-1.646412895953131e-05,0.10000126732004055,0.10003801960121661
2015-05-14,positive,0.0274657493287234,0.028938744245744392,0.0014729949170209922,0.8997859346604118,0.9001077722835044
2015-05-14,negative,-0.014196344787214599,-0.016240188469171947,-0.0020438436819573483,0.10024153670597187,0.09991230294577577
2015-05-15,positive,0.021172501521952786,0.02188958577956791,0.0007170842576151235,0.8996547141953174,0.9003311537650284
2015-05-15,negative,-0.017866475720954893,-0.0170482973961697,0.0008181783247851911,0.09993482387681923,0.10009069816494412
2015-05-18,positive,0.02224198980526497,0.024601785377482185,0.002359795572217216,0.899881716796215,0.9000918807029402
2015-05-18,negative,-0.01710362285401678,-0.017805842462132893,-0.0007022196081161135,0.10033583981074687,0.09973069449138224
2015-05-19,positive,0.013858273249117203,0.01569192394813847,0.0018336506990212671,0.9000258958271928,0.899976841130153
2015-05-19,negative,-0.028490208550572233,-0.03042765641513599,-0.0019374478645637558,0.10007537159459345,0.09994736620489285
2015-05-20,positive,0.018081027420187072,0.02059392386286981,0.0025128964426827383,0.8997388669909426,0.9002526417309626
2015-05-20,negative,-0.01494839551113849,-0.015446962337089563,-0.0004985668259510721,0.10010577406910434,0.0999350050318685
2015-05-21,positive,0.02193103563901854,0.024885558573960635,0.0029545229349420936,0.9002166046103,0.8998180144751705
2015-05-21,negative,-0.014756695069447632,-0.01805835684318923,-0.0033016617737415994,0.10047901936995356,0.09954399029410535
2015-05-22,positive,0.012762767881260864,0.013771930993463674,0.00100916311220281,0.9000621546961327,0.899968608739327
2015-05-22,negative,-0.018508376838001325,-0.019013925535176706,-0.0005055486971753814,0.10015570065293822,0.09985664657625984
2015-05-26,positive,0.005076985550745405,0.00888822626212491,0.0038112407113795044,0.8994407913077417,0.9001175218142787
2015-05-26,negative,-0.03174657176214681,-0.03279847898209307,-0.0010519072199462604,0.0999001630843857,0.10010035962197876
2015-05-27,positive,0.022917588278304483,0.02428382605853286,0.0013662377802283777,0.8998718056137411,0.9001508169250105
2015-05-27,negative,-0.011515624010749143,-0.012334321947832587,-0.000818697937083444,0.09982614160033514,0.1002073732718894
2015-05-28,positive,0.014731795271264114,0.017312674041132108,0.002580878769867994,0.9001185588604945,0.8999036447423544
2015-05-28,negative,-0.02043687114726913,-0.021896382941490652,-0.001459511794221522,0.10036740678676163,0.09969208211143696
2015-05-29,positive,0.013787622943379787,0.014560653272702473,0.0007730303293226864,0.8998687520966119,0.9001645840322039
2015-05-29,negative,-0.02228503322838387,-0.023128993552080555,-0.0008439603236966853,0.10019089651123783,0.09984589902717209
2015-06-01,positive,0.018713143067491285,0.022841290350870645,0.00412814728337936,0.9000597919912415,0.8999494715566974
2015-06-01,negative,-0.017465400322094815,-0.01948137136415317,-0.002015971042058355,0.1003402248515727,0.09970314539559559
2015-06-02,positive,0.0280605771765557,0.028968073664888593,0.0009074964883328922,0.9001392452988934,0.8998958815363256
2015-06-02,negative,-0.013594820663051834,-0.014384035033308578,-0.0007892143702567436,0.09990766059484245,0.10009044634218164
2015-06-03,positive,0.025434741837620334,0.025609083594125913,0.0001743417565055784,0.9001837165155029,0.8998333684876609
2015-06-03,negative,-0.018971977632123018,-0.018954826013828342,1.7151618294675847e-05,0.09983115376502846,0.10018245095971315
2015-06-04,positive,0.006139758453683281,0.007201724031835335,0.0010619655781520538,0.8998556530050037,0.9003211447900688
2015-06-04,negative,-0.02788057954640145,-0.028704838806648415,-0.0008242592602469637,0.10019754596053299,0.09982817507168157
2015-06-05,positive,0.024423193301255048,0.02605305186334982,0.0016298585620947714,0.9002028768164919,0.8997845555931058
2015-06-05,negative,-0.017964773860542013,-0.01895997481321109,-0.0009952009526690772,0.09986207333558636,0.10018059310577895
2015-06-08,positive,0.010693955123306023,0.01250297500986006,0.001809019886554037,0.8998036228203825,0.9002264262739124
2015-06-08,negative,-0.022996871005627494,-0.022768063370538265,0.00022880763508922874,0.09998180125275097,0.09997778059928898
2015-06-09,positive,0.015415383965370724,0.016524652667223503,0.001109268701852779,0.8999797322974287,0.9000063336570534
2015-06-09,negative,-0.019874608616210092,-0.01966847412110658,0.00020613449510351045,0.09986255964193726,0.10017839800700923
2015-06-10,positive,0.0304346534360784,0.032166560507151214,0.0017319070710728121,0.899813138347261,0.9001445513632144
2015-06-10,negative,-0.007637350073894436,-0.008731354877813968,-0.0010940048039195316,0.09991080723671253,0.09981716287426594
2015-06-11,positive,0.01834427199964976,0.020061849789659192,0.0017175777900094308,0.9000543684410166,0.8999978926960847
2015-06-11,negative,-0.017603165142916155,-0.01872143821362457,-0.0011182730707084143,0.1001034686222447,0.09988093732878155
2015-06-12,positive,0.012324292833370786,0.01278105174650596,0.0004567589131351732,0.8999205546423905,0.9001253845829644
2015-06-12,negative,-0.019377053127224,-0.020053092384093057,-0.0006760392568690571,0.10011548025456232,0.09986829350528934
2015-06-15,positive,0.015421712638679658,0.015708869507900163,0.0002871568692205048,0.8998933209647497,0.9000969809411368
2015-06-15,negative,-0.021997012131769536,-0.0231913428373968,-0.0011943307056272653,0.09997954967110811,0.10004216562658122
2015-06-16,positive,0.020494488377921026,0.02113321736715327,0.0006387289892322429,0.8998736203555481,0.9001179543348219
2015-06-16,negative,-0.014056500168418699,-0.01585485428571729,-0.001798354117298593,0.09988036060325217,0.10014112393630466
2015-06-17,positive,0.016876207471821232,0.01806242041120467,0.001186212939383438,0.89976894289799,0.9002533428643513
2015-06-17,negative,-0.01634041162079924,-0.016700469517902362,-0.0003600578971031214,0.10020603818013622,0.09980867883273062
2015-06-18,positive,0.024448676427375422,0.0255823738592414,0.0011336974318659765,0.8999228764762746,0.9001050729206069
2015-06-18,negative,-0.013616295310551588,-0.016573331544000362,-0.002957036233448774,0.10013459841129743,0.09988336905812635
2015-06-19,positive,0.01737043976302003,0.01730082805982861,-6.961170319141896e-05,0.900210963804714,0.8998758417508418
2015-06-19,negative,-0.023568707479685938,-0.02418243942081072,-0.0006137319411247816,0.09998632154882156,0.10010837542087543
2015-06-22,positive,0.02411909455846658,0.025446838261665113,0.0013277437031985334,0.899755470024683,0.9002635652428566
2015-06-22,negative,-0.016460212613744096,-0.017323174437687577,-0.0008629618239434818,0.09989938501443332,0.10008680918713134
2015-06-23,positive,0.02193441198997403,0.023732138297085537,0.0017977263071115059,0.8999836388807317,0.8999716826781892
2015-06-23,negative,-0.013563345842967756,-0.014321317282349238,-0.0007579714393814822,0.10027750975374419,0.09984058396610311
2015-06-24,positive,0.008175515427366099,0.008746573503528763,0.000571058076162664,0.9001940340617626,0.8999934711846068
2015-06-24,negative,-0.02426804601099885,-0.02456416076458542,-0.0002961147535865717,0.09977314698228826,0.10015844035927138
2015-06-25,positive,0.015983278168551628,0.017058733762306176,0.0010754555937545485,0.8999574651319104,0.9000630146193916
2015-06-25,negative,-0.023488588081968968,-0.024246445844436727,-0.0007578577624677597,0.10004200974626112,0.09991282977650814
2015-06-26,positive,0.017349532170909586,0.017642765540931384,0.0002932333700217983,0.8997771260997067,0.9002283200670297
2015-06-26,negative,-0.02571047824705654,-0.025645274796100865,6.520345095567537e-05,0.10003519061583577,0.10000837871805615
2015-06-29,positive,0.033569278197987835,-0.0031475549662688647,-0.0367168331642567,0.900183734688776,0.8998001034636003
2015-06-29,negative,-0.04499390615834957,-0.04923646670697711,-0.004242560548627539,0.1003248687609366,0.0996896091992334
2015-06-30,positive,0.02401974900365927,0.025030475527649663,0.0010107265239903927,0.8998789265654252,0.9001185770750988
2015-06-30,negative,-0.016500535724379796,-0.0178007563972224,-0.0013002206728426058,0.10018171416684003,0.0998512585812357
2015-07-01,positive,0.02246559587273415,0.023938924346995315,0.0014733284742611645,0.9000097774079467,0.8999479925109217
2015-07-01,negative,-0.030454181347292088,-0.04254226565696354,-0.012088084309671454,0.10011920116496775,0.09991054711878511
2015-07-02,positive,0.016823515975080312,0.017252939149218615,0.0004294231741383027,0.9000043786488741,0.9000646371976648
2015-07-02,negative,-0.022448010082716508,-0.026176553709771837,-0.0037285436270553286,0.10006057130942451,0.10004065888240202
2015-07-06,positive,0.013799768723973035,0.013555485933949151,-0.0002442827900238833,0.8999822606227564,0.9000219133483597
2015-07-06,negative,-0.03723648489351268,-0.037968731532086644,-0.0007322466385739634,0.10018553301611152,0.09983930211202938
2015-07-07,positive,0.026550628918232934,0.026278159683656332,-0.0002724692345766021,0.9000115420129273,0.9000786955426845
2015-07-07,negative,-0.022890716824546468,-0.024300034459046417,-0.0014093176344999493,0.09989318391672962,0.10004721732561069
2015-07-08,positive,0.003292262029074137,0.004083365819512383,0.0007911037904382457,0.9002669351973942,0.9001530705425003
2015-07-08,negative,-0.042996638978429515,-0.043742295225226796,-0.0007456562467972813,0.10007523074977873,0.09985354237788173
2015-07-09,positive,0.029164189276873392,0.030900940049510068,0.0017367507726366756,0.8999217101375875,0.900017937030472
2015-07-09,negative,-0.014781890692292892,-0.014602878678671577,0.0001790120136213151,0.10018369629442052,0.09986494471174137
2015-07-10,positive,0.03461869007733074,0.034441781341073605,-0.00017690873625713505,0.9001138477801269,0.9000983086680762
2015-07-10,negative,-0.009510997910769816,-0.010573359141434499,-0.001062361230664683,0.09980939990242317,0.10018355481727577
2015-07-13,positive,0.028393650587130847,0.029384225130646792,0.000990574543515945,0.9001544397463004,0.9000792811839322
2015-07-13,negative,-0.00919624585347593,-0.010147236811590556,-0.0009509909581146263,0.10020021141649049,0.10002748414376321
2015-07-14,positive,0.024841503314672532,0.02469427951175531,-0.0001472238029172207,0.8998865224202903,0.9001609010458569
2015-07-14,negative,-0.01181741102692013,-0.01312219717522134,-0.0013047861483012103,0.10012088749629504,0.09987085573950968
2015-07-15,positive,0.009261883596412503,0.009503109577638811,0.00024122598122630796,0.8998138083308564,0.9001889516368731
2015-07-15,negative,-0.036577607339856016,-0.036430740515175045,0.00014686682468097179,0.09993811303129378,0.10006369156299097
2015-07-16,positive,0.0241539783579721,0.026210638859693595,0.002056660501721496,0.8998038736287098,0.9001913428012583
2015-07-16,negative,-0.01764541379403061,-0.0196351519372752,-0.0019897381432445876,0.10021696147631602,0.09981397227655413
2015-07-17,positive,0.011931439458507543,0.012745532618093197,0.0008140931595856538,0.9000552568065376,0.9000010585595122
2015-07-17,negative,-0.029925898649393663,-0.030681349241083556,-0.0007554505916898928,0.10017931998136935,0.0998126349663378
2015-07-20,positive,0.011343635325241958,0.013568648736315247,0.0022250134110732896,0.8997075644187431,0.9002859511863255
2015-07-20,negative,-0.038575004817051325,-0.0394398378910612,-0.000864833074009877,0.10015264903478187,0.09986818607024407
2015-07-21,positive,0.020182472090783315,0.0213953134188396,0.0012128413280562862,0.9000362055707452,0.8999711637047165
2015-07-21,negative,-0.0221706632021542,-0.025530287906523452,-0.0033596247043692525,0.09999145591250855,0.1000234962406015
2015-07-22,positive,0.019189744194642033,0.020123438744807577,0.0009336945501655439,0.9000104714279609,0.8999946574347139
2015-07-22,negative,-0.02995195522065029,-0.030539280520446514,-0.0005873252997962257,0.10028550668889173,0.09975637902295166
2015-07-23,positive,0.02012912028751451,0.021432658829455078,0.0013035385419405687,0.9000222984562607,0.9000471698113206
2015-07-23,negative,-0.03183323382360723,-0.033090777947484176,-0.0012575441238769497,0.10004502572898796,0.1000503859348199
2015-07-24,positive,0.012551457499926857,0.015445146549479122,0.0028936890495522647,0.9000358964467875,0.8999903561784748
2015-07-24,negative,-0.04072411620434978,-0.04149225231821006,-0.0007681361138602849,0.09987655908447989,0.1001082251082251
