spec,signal_date,mover,horizon,low_avol_return,high_avol_return,spread,low_signal_return,high_signal_return
AVOL10,2017-11-22,positive,1,-0.0004773088706491157,0.009298149632746836,0.009775458503395952,0.027146043611833502,0.03279864686834333
AVOL10,2017-11-22,negative,1,0.0029266794156483722,0.0007433271935510441,-0.002183352222097328,-0.019070227109555474,-0.020785748729757674
AVOL40,2017-11-22,positive,1,0.00044806419134410123,0.007018504589167021,0.00657044039782292,0.027056148834093175,0.030891084939576107
AVOL40,2017-11-22,negative,1,0.0028072112548701215,0.0011648515904628062,-0.0016423596644073153,-0.019072270570953134,-0.02060033204606975
LIQ5M,2017-11-22,positive,1,-0.00032523399105536567,0.0007229232533634044,0.00104815724441877,0.023146040029822283,0.02558797137861659
LIQ5M,2017-11-22,negative,1,0.0036066539035844144,0.0012580662067957179,-0.0023485876967886963,-0.01707524064705444,-0.020140737914288023
LIQ10M,2017-11-22,positive,1,0.00014979826886494537,-0.00010871254055080694,-0.0002585108094157523,0.022375473186423078,0.024024153146508194
LIQ10M,2017-11-22,negative,1,0.003407486323902774,0.003138430491593601,-0.0002690558323091728,-0.01696265276894549,-0.019213050775175003
TAIL10,2017-11-22,positive,1,-0.0016108894196190282,0.01658831309991159,0.018199202519530618,0.04000752892583498,0.05145249036571973
TAIL10,2017-11-22,negative,1,0.0028271672271344647,0.00019695212292820816,-0.0026302151042062565,-0.026974810555918327,-0.03106523031621018
MAIN_20D_1M_TAIL20,2017-11-20,positive,3,0.010574805390976962,0.016170847101783507,0.005596041710806545,0.03173961976224387,0.03350190201031229
MAIN_20D_1M_TAIL20,2017-11-20,negative,3,0.017790980509119397,0.008676772902487901,-0.009114207606631496,-0.019300498267798782,-0.019971576552963197
AVOL10,2017-11-20,positive,3,0.010409788742094087,0.016353650333060438,0.0059438615909663504,0.0317103764651363,0.03352982440377069
AVOL10,2017-11-20,negative,3,0.016723783914244235,0.009652063262800601,-0.0070717206514436335,-0.01941324636403215,-0.01986533293118104
AVOL40,2017-11-20,positive,3,0.010854349472593705,0.01095283798357712,9.848851098341604e-05,0.03146011818540107,0.03268054240310551
AVOL40,2017-11-20,negative,3,0.01772606642854904,0.00877181749325719,-0.008954248935291849,-0.01894444010993731,-0.019977804451535717
LIQ5M,2017-11-20,positive,3,0.008800030179912714,0.011149806158035947,0.0023497759781232336,0.027815853337876385,0.028703191539363633
LIQ5M,2017-11-20,negative,3,0.013740213984230212,0.0069142841689691075,-0.006825929815261105,-0.018136985954977734,-0.019372929575445223
LIQ10M,2017-11-20,positive,3,0.008685035809414009,0.008796178140498195,0.00011114233108418595,0.02580919955953805,0.024863525008295067
LIQ10M,2017-11-20,negative,3,0.013424779590331443,0.0037584949219372056,-0.009666284668394236,-0.0179665358246112,-0.01955682589302854
TAIL10,2017-11-20,positive,3,0.009414121277732395,0.02216796248719959,0.012753841209467194,0.044261883759189734,0.04777848789059186
TAIL10,2017-11-20,negative,3,0.023111511715933203,0.010080802487455263,-0.01303070922847794,-0.029799093336792287,-0.031141593187925413
MAIN_20D_1M_TAIL20,2017-11-16,positive,5,0.023082589243968218,0.03176297126156235,0.008680382017594131,0.04755248113790257,0.04764747561198701
MAIN_20D_1M_TAIL20,2017-11-16,negative,5,0.021667094779400552,0.016319342170091317,-0.005347752609309236,-0.010606121904015046,-0.011798393250897361
AVOL10,2017-11-16,positive,5,0.025006355847860283,0.029859368987400308,0.004853013139540025,0.04714545239922892,0.04805447079669997
AVOL10,2017-11-16,negative,5,0.022099244751570202,0.015912675532971075,-0.006186569218599128,-0.010428069721956073,-0.011963705019650151
AVOL40,2017-11-16,positive,5,0.023711924583417882,0.031204616789839996,0.007492692206422114,0.04737288513709641,0.04783962187735953
AVOL40,2017-11-16,negative,5,0.01889115530764257,0.018431606689187228,-0.0004595486184553431,-0.010481911329932049,-0.011741987564927597
LIQ5M,2017-11-16,positive,5,0.01775476457520977,0.020492884607302864,0.002738120032093092,0.0437594831424171,0.04270473000617961
LIQ5M,2017-11-16,negative,5,0.01827289758499368,0.010702698213467513,-0.007570199371526169,-0.008411696284637898,-0.010779450027276212
LIQ10M,2017-11-16,positive,5,0.0172724139671701,0.023603931214237595,0.006331517247067493,0.041691365893064415,0.03952140398000623
LIQ10M,2017-11-16,negative,5,0.015576972451843127,0.010889506423571478,-0.004687466028271648,-0.007701499883225028,-0.008169855520171432
TAIL10,2017-11-16,positive,5,0.025351623417381165,0.04107768404315703,0.015726060625775865,0.06581761080142523,0.06595506063993932
TAIL10,2017-11-16,negative,5,0.025049654832061046,0.015546352490989849,-0.009503302341071197,-0.018681706232566306,-0.02111224209372354
MAIN_20D_1M_TAIL20,2017-11-24,positive,1,-0.011080346600941293,-0.01163822199295558,-0.0005578753920142867,0.021925756848439677,0.03053650166360352
MAIN_20D_1M_TAIL20,2017-11-24,negative,1,-0.0009079744812319839,-6.575385623382598e-05,0.0008422206249981579,-0.017725249411508482,-0.018853601108519066
AVOL10,2017-11-24,positive,1,-0.011171826493617063,-0.011521512251479401,-0.00034968575786233774,0.021843992693185803,0.030618616724719838
AVOL10,2017-11-24,negative,1,-0.0012305844413792474,0.00025127561547073955,0.001481860056849987,-0.0181150603558052,-0.018486393682801375
AVOL40,2017-11-24,positive,1,-0.010460210656225408,-0.011082072639352037,-0.0006218619831266283,0.02135080587257357,0.029253008224727615
AVOL40,2017-11-24,negative,1,-0.0005837661703098189,-0.0001216398215822349,0.00046212634872758396,-0.017296924628660164,-0.019065570279158988
LIQ5M,2017-11-24,positive,1,-0.01089918578558298,-0.011582379593777897,-0.0006831938081949176,0.017781312800258256,0.021744856823683358
LIQ5M,2017-11-24,negative,1,-0.00029907353880403,-2.0179526156236274e-05,0.00027889401264779375,-0.014411862308173356,-0.016696307325622238
LIQ10M,2017-11-24,positive,1,-0.010245588104898904,-0.010905491269213693,-0.0006599031643147891,0.016475508167601717,0.019597682467896047
LIQ10M,2017-11-24,negative,1,-0.000363200433293266,-0.001634220936889278,-0.001271020503596012,-0.013009549452563616,-0.01629334768254126
TAIL10,2017-11-24,positive,1,-0.01574868352772274,-0.01889145483867499,-0.003142771310952249,0.03237583056905867,0.049547064679810404
TAIL10,2017-11-24,negative,1,0.0016125471745628514,-0.0014139500731972766,-0.003026497247760128,-0.026406736841019036,-0.028681323818469894
MAIN_20D_1M_TAIL20,2017-11-21,positive,3,-0.004564385527718598,-0.005057881460294707,-0.0004934959325761093,0.03253537934076688,0.035491062041704005
MAIN_20D_1M_TAIL20,2017-11-21,negative,3,0.018750601963439292,-0.0027550795372676684,-0.02150568150070696,-0.017844964160582923,-0.021056442830378604
AVOL10,2017-11-21,positive,3,-0.004850667074932284,-0.004787863221388083,6.280385354420076e-05,0.032595857228250334,0.03543075657897311
AVOL10,2017-11-21,negative,3,0.005245632649350656,0.009937276265541391,0.004691643616190735,-0.01882772921687985,-0.02013518456258227
AVOL40,2017-11-21,positive,3,-0.003807605741419429,-0.0073773917639102585,-0.0035697860224908297,0.03257840284347832,0.03529077303042828
AVOL40,2017-11-21,negative,3,0.0060758318187232995,0.009440267361071055,0.003364435542347756,-0.017705847810993523,-0.020994508018347877
LIQ5M,2017-11-21,positive,3,-0.006506700077198613,-0.002134141481461179,0.004372558595737434,0.02943815366524255,0.03205823383506999
LIQ5M,2017-11-21,negative,3,0.003319868509093264,-0.001058148578850528,-0.0043780170879437925,-0.015437011526338038,-0.01836116218068532
LIQ10M,2017-11-21,positive,3,-0.005116662269160336,-0.004089503364332123,0.0010271589048282126,0.028160369269326878,0.029273539748049488
LIQ10M,2017-11-21,negative,3,0.004165800186921779,-0.0035205595721021143,-0.0076863597590238935,-0.014602873911005182,-0.017216534421631263
TAIL10,2017-11-21,positive,3,-0.005739155404432037,-0.003525904978954044,0.0022132504254779926,0.043570319200444435,0.0494436250643689
TAIL10,2017-11-21,negative,3,0.02688604091336371,-0.004600503916652156,-0.03148654483001587,-0.028795910797791445,-0.035230254364680136
MAIN_20D_1M_TAIL20,2017-11-17,positive,5,0.011487814867647215,0.012252684434447676,0.0007648695668004604,0.03258609446941975,0.035738526463796265
MAIN_20D_1M_TAIL20,2017-11-17,negative,5,0.012487773104955472,0.011291492686787351,-0.0011962804181681209,-0.018204840447352127,-0.020182206027970422
AVOL10,2017-11-17,positive,5,0.012708967562663894,0.01101012558706933,-0.0016988419755945647,0.03293051097480395,0.03539285272154387
AVOL10,2017-11-17,negative,5,0.011449443208760585,0.012354398799515633,0.000904955590755048,-0.019237985741078007,-0.019214898542079216
AVOL40,2017-11-17,positive,5,0.007936946691566204,0.015608865702496732,0.007671919010930528,0.032433354212349205,0.03555614018547796
AVOL40,2017-11-17,negative,5,0.012035924612835256,0.01128391449876008,-0.0007520101140751773,-0.018019803784190082,-0.020201547174838415
LIQ5M,2017-11-17,positive,5,0.0023833660394761047,0.006188908742178385,0.00380554270270228,0.028704654799707085,0.03324487962451854
LIQ5M,2017-11-17,negative,5,0.008362400431812907,0.011479416586140863,0.003117016154327955,-0.017204570630536188,-0.017050627937028915
LIQ10M,2017-11-17,positive,5,0.0018424385765827879,0.006644257790194862,0.004801819213612074,0.027446747371043308,0.03126603579316016
LIQ10M,2017-11-17,negative,5,0.010094620520816978,0.010608654735523559,0.0005140342147065807,-0.015477290763651985,-0.016282030051345986
TAIL10,2017-11-17,positive,5,0.013524257155983446,0.012632264985196897,-0.0008919921707865493,0.046290234654726446,0.052612420434883934
TAIL10,2017-11-17,negative,5,0.004333257157650013,0.00783745779427443,0.003504200636624417,-0.02795443660759876,-0.03188894697872732
MAIN_20D_1M_TAIL20,2017-11-27,positive,1,0.010258493343761336,0.011992374605661155,0.0017338812618998192,0.01867930780853391,0.01958654332729203
MAIN_20D_1M_TAIL20,2017-11-27,negative,1,0.009534435127613391,0.007546199064962145,-0.001988236062651246,-0.030055774534297874,-0.031726172809947356
AVOL10,2017-11-27,positive,1,0.010800132677298738,0.011468887877481012,0.0006687552001822736,0.01839362476780122,0.019871273099267135
AVOL10,2017-11-27,negative,1,0.00917273847751116,0.007910987319102983,-0.0012617511584081774,-0.0302866002860818,-0.031508056377383395
AVOL40,2017-11-27,positive,1,0.011422959902716903,0.010773636781385754,-0.0006493231213311485,0.01829107239865643,0.019729189529785245
AVOL40,2017-11-27,negative,1,0.010790784861905479,0.006718935003837874,-0.004071849858067605,-0.02941783416137268,-0.030946492513231727
LIQ5M,2017-11-27,positive,1,0.012571662036850997,0.01338948077458153,0.0008178187377305326,0.016398733393700942,0.01692183477712577
LIQ5M,2017-11-27,negative,1,0.008448145553227909,0.010085610675494015,0.0016374651222661064,-0.027059950239189712,-0.029149609699292374
LIQ10M,2017-11-27,positive,1,0.012465066755023851,0.014346924850800255,0.0018818580957764043,0.01587815274790005,0.01659841498369444
LIQ10M,2017-11-27,negative,1,0.011782894275149749,0.009520290327551516,-0.0022626039475982327,-0.026125116053433022,-0.027626329292539824
TAIL10,2017-11-27,positive,1,0.006932889127196392,0.007278957375703665,0.0003460682485072735,0.029018749031416206,0.030837306479989713
TAIL10,2017-11-27,negative,1,0.0070008422027383315,0.005205364764363732,-0.0017954774383745998,-0.04159125773924029,-0.04494865796052435
MAIN_20D_1M_TAIL20,2017-11-22,positive,3,0.0006126558751199968,0.005344616150744275,0.004731960275624278,0.027118153275905017,0.032826433085827854
MAIN_20D_1M_TAIL20,2017-11-22,negative,3,0.010857558671901205,0.008473911745810895,-0.00238364692609031,-0.01889376515699279,-0.02094800709743742
AVOL10,2017-11-22,positive,3,-0.00039661071995951744,0.006372176576810866,0.0067687872967703835,0.027146043611833502,0.03279864686834333
AVOL10,2017-11-22,negative,3,0.01005805663963524,0.009248946858749992,-0.0008091097808852477,-0.019070227109555474,-0.020785748729757674
AVOL40,2017-11-22,positive,3,-0.0007952493135524215,0.006899124214081719,0.00769437352763414,0.027056148834093175,0.030891084939576107
AVOL40,2017-11-22,negative,3,0.011318694207816265,0.009048594678604662,-0.0022700995292116027,-0.019072270570953134,-0.02060033204606975
LIQ5M,2017-11-22,positive,3,0.00015134636466504112,0.0026555085290085145,0.0025041621643434736,0.023146040029822283,0.02558797137861659
LIQ5M,2017-11-22,negative,3,0.011922072786731323,0.01136372163480634,-0.0005583511519249833,-0.01707524064705444,-0.020140737914288023
LIQ10M,2017-11-22,positive,3,0.0029142350332895897,0.004306265067104737,0.0013920300338151471,0.022375473186423078,0.024024153146508194
LIQ10M,2017-11-22,negative,3,0.012179122821335533,0.011907927924665414,-0.000271194896670119,-0.01696265276894549,-0.019213050775175003
TAIL10,2017-11-22,positive,3,-0.0016255386349539138,0.004727674939756404,0.0063532135747103174,0.04000752892583498,0.05145249036571973
TAIL10,2017-11-22,negative,3,0.009987689672223746,0.007086384599204479,-0.0029013050730192676,-0.026974810555918327,-0.03106523031621018
MAIN_20D_1M_TAIL20,2017-11-20,positive,5,0.01992034297797334,0.022542166284799988,0.0026218233068266497,0.03173961976224387,0.03350190201031229
MAIN_20D_1M_TAIL20,2017-11-20,negative,5,0.01869515736983076,0.010539204994634638,-0.008155952375196122,-0.019300498267798782,-0.019971576552963197
AVOL10,2017-11-20,positive,5,0.018966822300577897,0.02353150070957108,0.004564678408993182,0.0317103764651363,0.03352982440377069
AVOL10,2017-11-20,negative,5,0.018138765089837378,0.010999775135946091,-0.007138989953891287,-0.01941324636403215,-0.01986533293118104
AVOL40,2017-11-20,positive,5,0.021707592137640654,0.01874045538364614,-0.002967136753994515,0.03146011818540107,0.03268054240310551
AVOL40,2017-11-20,negative,5,0.01752918808487261,0.011828165246743912,-0.005701022838128698,-0.01894444010993731,-0.019977804451535717
LIQ5M,2017-11-20,positive,5,0.017871609335496353,0.021218819237513613,0.00334720990201726,0.027815853337876385,0.028703191539363633
LIQ5M,2017-11-20,negative,5,0.01690115863993492,0.013112401248278463,-0.0037887573916564575,-0.018136985954977734,-0.019372929575445223
LIQ10M,2017-11-20,positive,5,0.01942515428378205,0.02186343853601063,0.0024382842522285807,0.02580919955953805,0.024863525008295067
LIQ10M,2017-11-20,negative,5,0.017482329935558486,0.009594546852153833,-0.007887783083404654,-0.0179665358246112,-0.01955682589302854
TAIL10,2017-11-20,positive,5,0.012116133264546112,0.023095787548546225,0.010979654284000114,0.044261883759189734,0.04777848789059186
TAIL10,2017-11-20,negative,5,0.02437381465335847,0.007918448089391957,-0.01645536656396651,-0.029799093336792287,-0.031141593187925413
MAIN_20D_1M_TAIL20,2017-11-28,positive,1,0.011911976505149812,0.014715031935318446,0.002803055430168634,0.04090603874625286,0.04007735846178612
MAIN_20D_1M_TAIL20,2017-11-28,negative,1,-0.011165316971940403,-0.006474816904803895,0.0046905000671365075,-0.01562952341747848,-0.01698930495259517
AVOL10,2017-11-28,positive,1,0.010806928000265332,0.01577870425192219,0.0049717762516568575,0.040477856278847715,0.04050396177619791
AVOL10,2017-11-28,negative,1,-0.011015314016549663,-0.006583790954614703,0.0044315230619349595,-0.015489298989845968,-0.01712261421221379
AVOL40,2017-11-28,positive,1,0.01380920510650234,0.01334604577596991,-0.000463159330532429,0.04084574859178254,0.04010050119724516
AVOL40,2017-11-28,negative,1,-0.01306711410389172,-0.004068252799678556,0.008998861304213164,-0.015264238446903689,-0.016907843484621647
LIQ5M,2017-11-28,positive,1,0.014324989271783124,0.012622249963509777,-0.001702739308273346,0.039383635075091475,0.03894056268538597
LIQ5M,2017-11-28,negative,1,-0.012726434783693622,-0.006803171661362383,0.0059232631223312395,-0.012496031631005681,-0.014604343439374199
LIQ10M,2017-11-28,positive,1,0.015028768484847674,0.013870467238592513,-0.0011583012462551608,0.03907592946647233,0.03863740472304381
LIQ10M,2017-11-28,negative,1,-0.012279476372953551,-0.008423563036785282,0.0038559133361682693,-0.01164014627204189,-0.012567729202214686
TAIL10,2017-11-28,positive,1,0.008344000424329761,0.014328593069029835,0.005984592644700073,0.05169205839664639,0.050067404551356
TAIL10,2017-11-28,negative,1,-0.011685217007543883,-0.007462957201876721,0.004222259805667162,-0.026007376391203728,-0.028701546701182322
MAIN_20D_1M_TAIL20,2017-11-24,positive,3,-0.016089082523479577,-0.014896214730237575,0.0011928677932420018,0.021925756848439677,0.03053650166360352
MAIN_20D_1M_TAIL20,2017-11-24,negative,3,0.026035823733383263,0.02772373173043132,0.0016879079970480576,-0.017725249411508482,-0.018853601108519066
AVOL10,2017-11-24,positive,3,-0.014721402493857838,-0.01615975064485633,-0.0014383481509984905,0.021843992693185803,0.030618616724719838
AVOL10,2017-11-24,negative,3,0.024086740385492984,0.029620328319743698,0.0055335879342507145,-0.0181150603558052,-0.018486393682801375
AVOL40,2017-11-24,positive,3,-0.016246860146828572,-0.01318549081960275,0.0030613693272258224,0.02135080587257357,0.029253008224727615
AVOL40,2017-11-24,negative,3,0.026959903206126158,0.027461416230017483,0.000501513023891325,-0.017296924628660164,-0.019065570279158988
LIQ5M,2017-11-24,positive,3,-0.01849771821675292,-0.013240324229357708,0.005257393987395213,0.017781312800258256,0.021744856823683358
LIQ5M,2017-11-24,negative,3,0.02794664767635894,0.029292599735957187,0.0013459520595982474,-0.014411862308173356,-0.016696307325622238
LIQ10M,2017-11-24,positive,3,-0.01599558091707272,-0.011956301414313034,0.004039279502759684,0.016475508167601717,0.019597682467896047
LIQ10M,2017-11-24,negative,3,0.02867587119664832,0.02741070715391074,-0.00126516404273758,-0.013009549452563616,-0.01629334768254126
TAIL10,2017-11-24,positive,3,-0.024196962451394806,-0.028988067292201564,-0.0047911048408067584,0.03237583056905867,0.049547064679810404
TAIL10,2017-11-24,negative,3,0.025063948094946293,0.023382170276507817,-0.0016817778184384756,-0.026406736841019036,-0.028681323818469894
MAIN_20D_1M_TAIL20,2017-11-21,positive,5,3.764630660556285e-05,0.003373602867396957,0.0033359565607913944,0.03253537934076688,0.035491062041704005
MAIN_20D_1M_TAIL20,2017-11-21,negative,5,0.025611098200287362,0.014508805025170712,-0.01110229317511665,-0.017844964160582923,-0.021056442830378604
AVOL10,2017-11-21,positive,5,-0.0007434466568483856,0.0041896798140941705,0.004933126470942556,0.032595857228250334,0.03543075657897311
AVOL10,2017-11-21,negative,5,0.0201185382792218,0.019577315265132494,-0.0005412230140893065,-0.01882772921687985,-0.02013518456258227
AVOL40,2017-11-21,positive,5,0.0008718828651555176,0.0017679556015226916,0.000896072736367174,0.03257840284347832,0.03529077303042828
AVOL40,2017-11-21,negative,5,0.020684949161688938,0.020652590744403995,-3.2358417284942403e-05,-0.017705847810993523,-0.020994508018347877
LIQ5M,2017-11-21,positive,5,-0.003451256683446172,0.006007176103090767,0.009458432786536939,0.02943815366524255,0.03205823383506999
LIQ5M,2017-11-21,negative,5,0.022782849950992824,0.018687335256658257,-0.004095514694334567,-0.015437011526338038,-0.01836116218068532
LIQ10M,2017-11-21,positive,5,0.0014087307588020299,-0.000977241723705602,-0.002385972482507632,0.028160369269326878,0.029273539748049488
LIQ10M,2017-11-21,negative,5,0.02569237515140823,0.019709441065741625,-0.0059829340856666045,-0.014602873911005182,-0.017216534421631263
TAIL10,2017-11-21,positive,5,-0.003502635927089548,0.0015894817767915423,0.005092117703881091,0.043570319200444435,0.0494436250643689
TAIL10,2017-11-21,negative,5,0.028884052322646257,0.013925743728256109,-0.014958308594390148,-0.028795910797791445,-0.035230254364680136
MAIN_20D_1M_TAIL20,2017-11-29,positive,1,0.0005616006251366959,-0.004653663563532754,-0.00521526418866945,0.0375188993419307,0.037497289981081185
MAIN_20D_1M_TAIL20,2017-11-29,negative,1,0.007299002057572999,0.008199048284964056,0.0009000462273910572,-0.037047107100416886,-0.03661470798066456
AVOL10,2017-11-29,positive,1,-0.0009170726063205025,-0.0031988014889692924,-0.00228172888264879,0.03723700663130184,0.037779594991351105
AVOL10,2017-11-29,negative,1,0.008444108622065764,0.007157732674559487,-0.0012863759475062768,-0.036258721431438226,-0.037348045199715636
AVOL40,2017-11-29,positive,1,-0.0007636413358074451,-0.0035741383285031597,-0.0028104969926957147,0.037074352523471354,0.037874924246853764
AVOL40,2017-11-29,negative,1,0.009664686878778419,0.005491344908724596,-0.0041733419700538225,-0.03540943413862067,-0.03724098376161611
LIQ5M,2017-11-29,positive,1,0.0033038639141323295,-0.0005990859545279842,-0.0039029498686603136,0.035829356481969755,0.03561359668700485
LIQ5M,2017-11-29,negative,1,0.00798790166533497,0.007673167239193796,-0.0003147344261411741,-0.03738359810396551,-0.03671881189585201
LIQ10M,2017-11-29,positive,1,0.004150443608408953,0.0019554112804570354,-0.0021950323279519173,0.034243525488141635,0.034706889373386014
LIQ10M,2017-11-29,negative,1,0.009751450681810207,0.006655925976938008,-0.0030955247048721993,-0.037831677373343635,-0.037399259313955074
TAIL10,2017-11-29,positive,1,-0.0032313926826392793,-0.0068979344608601795,-0.0036665417782209,0.04767817791090881,0.0476706927934364
TAIL10,2017-11-29,negative,1,0.0023509001957278384,0.006897215431281238,0.0045463152355534,-0.053633060490932694,-0.05289266918594306
MAIN_20D_1M_TAIL20,2017-11-27,positive,3,0.014378987991292452,0.01760638030150729,0.0032273923102148373,0.01867930780853391,0.01958654332729203
MAIN_20D_1M_TAIL20,2017-11-27,negative,3,0.013494557953195341,0.01319570183659525,-0.0002988561166000908,-0.030055774534297874,-0.031726172809947356
AVOL10,2017-11-27,positive,3,0.016979862462146483,0.015054295696981529,-0.001925566765164954,0.01839362476780122,0.019871273099267135
AVOL10,2017-11-27,negative,3,0.01491457923380506,0.011806964722190762,-0.0031076145116142977,-0.0302866002860818,-0.031508056377383395
AVOL40,2017-11-27,positive,3,0.016896862923583802,0.01527910532505176,-0.0016177575985320426,0.01829107239865643,0.019729189529785245
AVOL40,2017-11-27,negative,3,0.015280683329303518,0.012150931458062007,-0.0031297518712415113,-0.02941783416137268,-0.030946492513231727
LIQ5M,2017-11-27,positive,3,0.016371217219095475,0.020240796659446288,0.003869579440350813,0.016398733393700942,0.01692183477712577
LIQ5M,2017-11-27,negative,3,0.015521356918604476,0.011776250585697133,-0.003745106332907342,-0.027059950239189712,-0.029149609699292374
LIQ10M,2017-11-27,positive,3,0.01563083672265849,0.02496632363856242,0.00933548691590393,0.01587815274790005,0.01659841498369444
LIQ10M,2017-11-27,negative,3,0.02286778984705682,0.009912310174816297,-0.012955479672240523,-0.026125116053433022,-0.027626329292539824
TAIL10,2017-11-27,positive,3,0.010109834566593399,0.009499689526390177,-0.0006101450402032221,0.029018749031416206,0.030837306479989713
TAIL10,2017-11-27,negative,3,0.010052740220193365,0.005638850614973339,-0.004413889605220026,-0.04159125773924029,-0.04494865796052435
MAIN_20D_1M_TAIL20,2017-11-22,positive,5,0.012045520688961,0.00900712767895919,-0.0030383930100018105,0.027118153275905017,0.032826433085827854
MAIN_20D_1M_TAIL20,2017-11-22,negative,5,0.009996263711831072,0.00685355784307287,-0.0031427058687582016,-0.01889376515699279,-0.02094800709743742
AVOL10,2017-11-22,positive,5,0.009687403114113905,0.01139967777447045,0.0017122746603565452,0.027146043611833502,0.03279864686834333
AVOL10,2017-11-22,negative,5,0.009158876106505962,0.007681024387423331,-0.0014778517190826308,-0.019070227109555474,-0.020785748729757674
AVOL40,2017-11-22,positive,5,0.010676172790819166,0.0118398528276306,0.0011636800368114326,0.027056148834093175,0.030891084939576107
AVOL40,2017-11-22,negative,5,0.011102027179961598,0.006689261524503704,-0.0044127656554578945,-0.019072270570953134,-0.02060033204606975
LIQ5M,2017-11-22,positive,5,0.013002245037292571,0.008301265051615056,-0.0047009799856775145,0.023146040029822283,0.02558797137861659
LIQ5M,2017-11-22,negative,5,0.012555925306086227,0.01213931673919385,-0.0004166085668923774,-0.01707524064705444,-0.020140737914288023
LIQ10M,2017-11-22,positive,5,0.018042558931766314,0.011458243544314442,-0.006584315387451871,0.022375473186423078,0.024024153146508194
LIQ10M,2017-11-22,negative,5,0.010896635363611887,0.01515777159031556,0.004261136226703674,-0.01696265276894549,-0.019213050775175003
TAIL10,2017-11-22,positive,5,0.01209841863814742,0.006673977644690474,-0.005424440993456946,0.04000752892583498,0.05145249036571973
TAIL10,2017-11-22,negative,5,0.005840173903674986,0.0014572690350750086,-0.0043829048685999775,-0.026974810555918327,-0.03106523031621018
MAIN_20D_1M_TAIL20,2017-11-30,positive,1,0.000710257431321904,0.0009621010459646518,0.0002518436146427478,0.035419224534895224,0.038195413854069944
MAIN_20D_1M_TAIL20,2017-11-30,negative,1,-0.0043946985795176524,-0.0015573522708277078,0.0028373463086899444,-0.025762123669622005,-0.02696754505237924
AVOL10,2017-11-30,positive,1,-0.000944555034824498,0.0025935871375098426,0.0035381421723343406,0.03570096895742397,0.03791321737817822
AVOL10,2017-11-30,negative,1,-0.0035717636257242375,-0.002335050007376736,0.0012367136183475016,-0.026268052188433554,-0.026495084297070353
AVOL40,2017-11-30,positive,1,-0.0007830227073211949,0.0019184190747615268,0.0027014417820827217,0.03528644012021313,0.03809572631674606
AVOL40,2017-11-30,negative,1,-0.004538863646994753,-0.0014470317521663944,0.0030918318948283583,-0.025926253383193005,-0.026876643313996577
LIQ5M,2017-11-30,positive,1,0.0031975917356834617,0.001864908005421224,-0.0013326837302622377,0.033804404942171185,0.034602610391603394
LIQ5M,2017-11-30,negative,1,-0.004298970301797848,-0.0030908444887744984,0.0012081258130233496,-0.021075823442146265,-0.022466624573140588
LIQ10M,2017-11-30,positive,1,0.0032693395249583914,0.0025976885574994675,-0.0006716509674589239,0.03341077352558108,0.03384133451035086
LIQ10M,2017-11-30,negative,1,-0.0053277082919341925,-0.0009302794072836388,0.004397428884650553,-0.018752714169834418,-0.01937907932124499
TAIL10,2017-11-30,positive,1,0.0029893175897393177,0.0019249821773746414,-0.0010643354123646763,0.04798928428539491,0.05352806480311055
TAIL10,2017-11-30,negative,1,-0.005051100640700001,0.0005284838292959433,0.005579584469995944,-0.03695692088263713,-0.03939237710400822
MAIN_20D_1M_TAIL20,2017-11-28,positive,3,0.0023583378680784944,0.008982412785538806,0.0066240749174603115,0.04090603874625286,0.04007735846178612
MAIN_20D_1M_TAIL20,2017-11-28,negative,3,-0.0029423397754415334,0.004405846722920442,0.007348186498361975,-0.01562952341747848,-0.01698930495259517
AVOL10,2017-11-28,positive,3,0.00111257982932856,0.010230343700581557,0.009117763871252998,0.040477856278847715,0.04050396177619791
AVOL10,2017-11-28,negative,3,-0.002761582475582567,0.00427789968151831,0.007039482157100877,-0.015489298989845968,-0.01712261421221379
AVOL40,2017-11-28,positive,3,0.0035003379764827814,0.008321400985333686,0.004821063008850905,0.04084574859178254,0.04010050119724516
AVOL40,2017-11-28,negative,3,-0.005884305893234127,0.007203314339063285,0.013087620232297412,-0.015264238446903689,-0.016907843484621647
LIQ5M,2017-11-28,positive,3,0.012633106390631676,0.007063782866671886,-0.00556932352395979,0.039383635075091475,0.03894056268538597
LIQ5M,2017-11-28,negative,3,-0.0037767782653425667,0.004626582894273304,0.00840336115961587,-0.012496031631005681,-0.014604343439374199
LIQ10M,2017-11-28,positive,3,0.012711088197585457,0.012030044113211008,-0.0006810440843744488,0.03907592946647233,0.03863740472304381
LIQ10M,2017-11-28,negative,3,-0.0046933418737559384,0.002283364772488429,0.006976706646244368,-0.01164014627204189,-0.012567729202214686
TAIL10,2017-11-28,positive,3,-0.002469224964111068,0.00461346501686474,0.007082689980975808,0.05169205839664639,0.050067404551356
TAIL10,2017-11-28,negative,3,-0.001367571731756913,0.007615603674723961,0.008983175406480874,-0.026007376391203728,-0.028701546701182322
MAIN_20D_1M_TAIL20,2017-11-24,positive,5,-0.011181390086651918,-0.008127416895159414,0.003053973191492504,0.021925756848439677,0.03053650166360352
MAIN_20D_1M_TAIL20,2017-11-24,negative,5,0.02301946708705673,0.024403746611649298,0.001384279524592566,-0.017725249411508482,-0.018853601108519066
